x,y,vx,vy,g
3.902884e-01,-1.047494e-01,1.257645e+00,-5.109158e-01,5.460618e-03
4.043532e-01,-9.478889e-02,8.884497e-01,-4.336341e-02,5.561358e-03
4.261852e-01,-8.401042e-02,6.481207e-01,6.932203e-01,5.667191e-03
4.533645e-01,-5.232229e-02,-3.049503e-01,1.237382e+00,5.778574e-03
4.353278e-01,-7.062869e-02,2.447300e-01,9.716300e-01,5.896022e-03
4.375548e-01,-5.931908e-02,-3.314010e-02,9.971983e-01,6.020121e-03
4.225464e-01,-7.544467e-02,3.603036e-01,4.965472e-01,6.151540e-03
4.412583e-01,-3.073440e-02,-9.613767e-01,1.032930e+00,6.291046e-03
4.041755e-01,-3.828070e-02,-8.160441e-01,-5.371705e-02,6.439523e-03
4.439156e-01,-8.045152e-02,5.107636e-01,1.076004e+00,6.598000e-03
4.170521e-01,-2.405062e-02,-1.255597e+00,3.375178e-01,6.767674e-03
4.341175e-01,-3.854342e-02,-7.708963e-01,8.042935e-01,6.949960e-03
3.999492e-01,-4.515658e-02,-5.957206e-01,-1.775014e-01,7.146531e-03
4.103163e-01,-3.388391e-02,-9.772998e-01,1.846671e-01,7.359393e-03
3.960646e-01,-3.214789e-02,-1.028074e+00,-2.861533e-01,7.590971e-03
4.246434e-01,-3.368819e-02,-9.582471e-01,4.936011e-01,7.844225e-03
3.930269e-01,-1.796279e-02,-1.379511e+00,-2.957812e-01,8.122822e-03
3.821867e-01,-5.858546e-02,-1.516386e-01,-8.118820e-01,8.431356e-03
3.651495e-01,-3.510605e-02,-8.668929e-01,-1.255432e+00,8.775686e-03
3.601998e-01,-6.594843e-02,-1.133651e-02,-1.423610e+00,9.163414e-03
3.581575e-01,-7.756976e-02,3.403450e-01,-1.561648e+00,9.604619e-03
3.434226e-01,-7.143180e-02,1.687832e-01,-1.736550e+00,1.011300e-02
3.854635e-01,-7.341463e-02,2.771632e-01,-6.512748e-01,1.070774e-02
3.655821e-01,-8.156013e-02,5.979350e-01,-1.195407e+00,1.141669e-02
3.919203e-01,-8.211997e-02,6.274538e-01,-3.657834e-01,1.228221e-02
4.119452e-01,-8.495362e-02,6.555837e-01,1.424924e-01,1.337250e-02
4.070676e-01,-7.085363e-02,2.461167e-01,3.573275e-02,1.480631e-02
4.297615e-01,-9.995020e-02,9.737260e-01,6.157214e-01,1.681421e-02
3.946559e-01,-5.649974e-02,-2.256227e-01,-3.200605e-01,1.992492e-02
3.810670e-01,-4.089518e-02,-7.289761e-01,-7.363787e-01,2.576176e-02
4.207432e-01,-5.401477e-02,-3.056231e-01,4.207919e-01,4.468781e-02
